ExcavatorID,Date,Notes,Project,GridNumber,PitNumb,GridCoord,Point1,Point2,Point3,BD1Ft,BD1In,BD2Ft,BD2In,BD3Ft,BD3In,BDOrient,N1,N2,N3,Norient,W1,W2,W3,Worient,FieldID
SVG,06/30/2004,,RLP,2038B,91,H-8,,,,14,8,14,9.5,,,,14.25,15.75,,,6.5,8.25,,,Cobble
SVG,06/30/2004,,RLP,2038A,91,H-8,,,,14,9.75,14,11,,,,21.5,23,,,14.25,16.25,,,cobble
SVG,06/30/2004,,RLP,2038B,91,H-8,,,,14,6.75,14,8,,,,12.5,13.25,,,0,1.25,,,Cobble
SVG,06/30/2004,,RLP,2038B,91,H-8,,,,14,7,14,10,,,,12.5,13.25,,,1.25,2.5,,,Cobble
SVG,06/30/2004,,RLP,2038B,91,H-8,,,,14,7.25,14,8.25,,,,4.5,6.25,,,0,1.5,,,Cobble
KEV,06/30/2004,"Here @ 8:30am.  It’s a gloomy day.  Sam & Nancy already here.  They’re retrieving asphalt buckets from Pit 9.  I took out the trash to the dumpster.",,,,,,,,,,,,,,,,,,,,,,,
KEV,06/30/2004,"We all glopped.",,,,,,,,,,,,,,,,,,,,,,,
KEV,06/30/2004,"Just as we finished Amy McGuire showed up.",,,,,,,,,,,,,,,,,,,,,,,
KEV,06/30/2004,"Put her in J-8 along w/Nancy.",,,,,,,,,,,,,,,,,,,,,,,
KEV,06/30/2004,"Sam is glopping her grid.",,,,,,,,,,,,,,,,,,,,,,,
KEV,06/30/2004,"1858A",,,,,,,,,,,,,,,,,,,,,,,
KEV,06/30/2004,,RLP,1958A,91,J-8,NS,LtTP,RtTP,14,,13,,14,1,,,.25,3.5,,11,10,11.5,,cervical vert
KEV,06/30/2004,"c/b SMC 8/16/07",,,,,,,,,,,,,,,,,,,,,,,
KEV,06/30/2004,,RLP,1958A,91,J-8,Px,Dt,PT,14,,,.5,14,.25,,,.5,3.5,,,.25,8,,Smilodon metapodial
KEV,06/30/2004,,RLP,1958A,91,J-8,,,,13,11.5,14,.5,,,,9,10.5,,,13,14,,,Bone frag
KEV,06/30/2004,,RLP,1958A,91,J-8,,,,14,.5,14,1,,,,6.25,6.75,,,13.75,14.25,,,C. dirus phalanx
KEV,06/30/2004,,RLP,1858A,91,J-8,NS,AC,PC,13,10,13,11,13,11.25,,,.5,5,,,.75,13.5,,cervical vert.
KEV,06/30/2004,,RLP,1858A,91,J-8,,,,13,10.25,13,11.5,,,,2,4.25,,,12.25,14,,,Surface bone mass
KEV,06/30/2004,,RLP,1958A,91,J-8,,,,13,9.5,14,1.5,,,,2,3.5,,,10,13.5,,,Rib frag
KEV,06/30/2004,"1848A         I-8",,,,,,,,,,,,,,,,,,,,,,,
KEV,06/30/2004,,RLP,1858A,91,J-8,,,,13,9.5,13,11,,,,34.5,1,,,13,14.25,,,Prox end fibula
KEV,06/30/2004,,RLP,1858A,91,J-8,,,,13,8.5,13,11.5,,,C to R,5,6.75,,,15,16,,,herbivore tooth
KEV,06/30/2004,,RLP,1858A,91,J-8,,,,13,10.5,13,11.5,,,,6.5,7.75,,,15.25,16,,,Bone frag (ident?)
KEV,06/30/2004,,RLP,1858A,91,J-8,,,,13,6.5,13,10.5,,,,3,8,,,19.5,24.5,,,Bone Surface Mass
KEV,06/30/2004,"Vert assoc w/the above fell from bone mass when we took it out.  If I had noticed it before would have done 3pt measurement – oops!",,,,,,,,,,,,,,,,,,,,,,,
KEV,06/30/2004,"By the way Tara Thara is here @ 12:30 and is in J-8 w/me.",,,,,,,,,,,,,,,,,,,,,,,
KEV,06/30/2004,,RLP,1958A,91,J-8,NS,LtTP,RtTP,14,,,.5,14,.75,,7,,5,,,.5,25.5,,thoracic vert
KEV,06/30/2004,,RLP,1958A,91,J-8,NS,LtTP,RtTP,14,2,14,1,14,2,,,.75,8.25,,,.5,26,,Smilodon cervical
KEV,06/30/2004,,RLP,1958A,91,J-8,,,,14,,14,2.75,,,,8,10,,,25.5,27,,,ident bone frag (indentation end pointing up and facing south)
KEV,06/30/2004,,RLP,1858A,91,J-8,,,,13,11.5,14,,,,,6.5,8,,,27.5,28,,,Bone frag
KEV,06/30/2004,,RLP,1958A,91,J-8,,,,14,1,14,1.5,,,,5,5.5,,,27,28,,,Smilodon terminal phalanx
KEV,06/30/2004,,RLP,1958A,91,J-8,,,,14,1,14,1.5,,,,3.5,4,,,27,28,,,Bone frag
KEV,06/30/2004,,RLP,1958A,91,J-8,,,,14,,14,1,,,,5,6,,,23.5,24,,,Bone frag
KEV,06/30/2004,,RLP,1958A,91,J-8,,,,14,2.75,14,3,,,,10.5,11,,,27.5,28,,,Bone frag
KEV,06/30/2004,,RLP,1958A,91,J-8,,,,14,,14,6,,,,0,6,,,12,18,,,dermal ossicles
KEV,06/30/2004,,RLP,1958A,91,J-8,,,,14,2,14,4,,,,25.5,27.5,,,16,18,,,intensive study 2” cube
KEV,06/30/2004,"I won’t be doing a 3” cube soil study sample.  There are way too many bones in this grid.  As it is I broke a bone doing the 2” cube.",,,,,,,,,,,,,,,,,,,,,,,
KEV,06/30/2004,,RLP,1858A,91,J-8,,,,13,9.5,13,10.5,,,M to L,3,4.5,,,15,16.25,,,herbivore phalanx
KEV,06/30/2004,,RLP,1958A,91,J-8,,,,13,11.75,14,2.5,,,P to A,8,9.5,,,20.5,22,,,C. dirus lower jaw frag
KEV,06/30/2004,,RLP,1958A,91,J-8,,,,14,,14,2.5,,,,7,8,,,21,22.5,,,Bone frag
KEV,06/30/2004,,RLP,1858A,91,J-8,,,,13,8,13,11,,,,7.5,9.5,,,18.5,19,,,Ident bone frag
KEV,06/30/2004,"Got some gravel in the SE corner.  New bucket 1958C.",,,,,,,,,,,,,,,,,,,,,,,
KEV,06/30/2004,,RLP,1858A,91,J-8,,,,13,10.5,13,11,,,,2.5,3.25,,,12,13.5,,,Bone frags
KEV,06/30/2004,,RLP,1858A,91,J-8,NS,LtTP,RtTP,13,8,13,,13,10.5,,,.5,.5,,,.5,12.75,,cervical vert
KEV,06/30/2004,,RLP,1958A,91,J-8,,,,14,1,14,1.5,,,C to R,6,6.75,,,11.75,12.5,,,tooth frag
KEV,06/30/2004,"Nancy had 350 visitors go through the viewing station.",,,,,,,,,,,,,,,,,,,,,,,
SVG,07/01/2004,"All UI have are rocks and blue/green clay.  Still evening out the sterile part of my grid – must have drainage.  The clay is a slow go but there are a lot of volunteers coming today so that will help.",,,,,,,,,,,,,,,,,,,,,,,
SVG,07/01/2004,,RLP,2038B,91,H-8,,,,14,8,14,10.25,,,,12.5,14,,,8.5,,,,cobble
SVG,07/01/2004,,RLP,2038B,91,H-8,,,,14,9,14,10,,,,17,18,,,.25,1.5,,,cobble
SVG,07/01/2004,,RLP,2038B,91,H-8,,,,14,9,14,11.5,,,,12.25,15.5,,,12.5,15.25,,,Cobble
SVG,07/01/2004,"Gene Moore is with me in H-8.",,,,,,,,,,,,,,,,,,,,,,,
SVG,07/01/2004,,RLP,2038B,91,H-8,,,,14,9.5,14,11.75,,,,16.5,18.5,,,35.5,2,,,cobble
SVG,07/01/2004,,RLP,2038A,91,H-8,,,,14,9.25,14,11.25,,,,17,18.5,,,14,15.25,,,cobble
SVG,07/01/2004,,RLP,2038A,91,H-8,,,,14,9,14,10.25,,,,13.75,15.25,,,11.25,13.25,,,Cobble.
SVG,07/01/2004,,RLP,2038A,91,H-8,,,,14,9.25,14,10,,,,13,14,,,11.25,12.5,,,Cobble
SVG,07/01/2004,,RLP,2038A,91,H-8,,,,14,9.75,14,10.75,,,,12.75,14,,,11.25,12.25,,,Cobble
SVG,07/01/2004,,RLP,2038A,91,H-8,,,,14,7.75,14,11,,,,11.5,14,,,9.25,11.5,,,Cobble
SVG,07/01/2004,,RLP,2038A,91,H-8,,,,14,9.25,14,10.75,,,,13,14.25,,,7.75,8.75,,,Cobble
SVG,07/01/2004,,RLP,2038A,91,H-8,,,,14,9,14,10.75,,,,15.25,16.75,,,11.5,13,,,Cobble
SVG,07/01/2004,,RLP,2038A,91,H-8,,,,14,9.5,14,11.25,,,,16,17.25,,,9.5,,,,Cobble
SVG,07/01/2004,,RLP,2038A,91,H-8,,,,14,10.25,14,11.75,,,,16.5,18,,,6.75,8.75,,,Cobble
SVG,07/01/2004,,RLP,2038A,91,H-8,,,,14,10.75,15,.25,,,,17.25,19.75,,,6.5,9,,,Cobble
SVG,07/01/2004,,RLP,2038A,91,H-8,,,,14,9,14,11.5,,,,19.75,22,,,5,7.75,,,Cobble
KEV,07/01/2004,"Nancy, Sam & myself all here @ 7:45am.  I found an odd bone in my grid (J-8) yesterday.  Asked Shelley, she said it was a sternal rib from a sloth.  So this morning had to figure out third point.  Decided on medial articulation (MA).",,,,,,,,,,,,,,,,,,,,,,,
KEV,07/01/2004,"Jean Moore here @ 8:30am.",,,,,,,,,,,,,,,,,,,,,,,
KEV,07/01/2004,"While she’s eating, we’ll head (We being Sam, Nancy, & me) to glop.",,,,,,,,,,,,,,,,,,,,,,,
KEV,07/01/2004,"Denise Ruzika here @ 9:15.  She missed the glopping session yet again!",,,,,,,,,,,,,,,,,,,,,,,
KEV,07/01/2004,"I have Denise and Nancy in J-8 & Jean’s w/Sam in H-8.",,,,,,,,,,,,,,,,,,,,,,,
KEV,07/01/2004,,RLP,1958A,91,J-8,,,,14,1,14,2,,,,14.75,16,,,7.5,8.5,,,Smilodon phalanx
KEV,07/01/2004,,RLP,1958A,91,J-8,,,,14,1.5,14,3.5,,,,15,16,,,8,9.5,,,Ident bone frag.
KEV,07/01/2004,,RLP,1958A,91,J-8,,,,14,1.5,14,2,,,,13.75,15,,,6,8.25,,,Aves first phalanx 2nd digit of wing.
KEV,07/01/2004,,RLP,1958A,91,J-8,,,,14,1.5,14,1.75,,,,15,15.5,,,6.75,7.5,,,Wood
KEV,07/01/2004,,RLP,1858A,91,J-8,,,,13,10,13,11,,,C to R,2,3,,,15,17,,,C. dirus canine
KEV,07/01/2004,,RLP,1858A,91,J-8,Px,Dt,Tub,13,,,.5,14,10.5,,,.25,3.5,,14,15,14.5,,C. dirus rib frag (prox end)
KEV,07/01/2004,,RLP,1958A,91,J-8,,,,14,1,14,2,,,,5.75,7.25,,,15.25,16,,,Smilodon sternabra
KEV,07/01/2004,"1848A         I",,,,,,,,,,,,,,,,,,,,,,,
KEV,07/01/2004,,RLP,1858A,91,J-8,Px,Dt,MA,13,,,.5,13,9.5,,32,3,33.5,,17,,16.25,,Glosso sternal rib
KEV,07/01/2004,"MA = medial articulation",,,,,,,,,,,,,,,,,,,,,,,
KEV,07/01/2004,,RLP,1958A,91,J-8,,,,14,2,14,2.5,,,,19.5,20.25,,,11.5,12.25,,,Bone fragment
KEV,07/01/2004,,RLP,1958A,91,J-8,,,,14,1,14,1.5,,,,5,6.25,,,12,12.5,,,Wood
KEV,07/01/2004,,RLP,1958A,91,J-8,,,,14,2,14,2.5,,,,17.5,18,,,12.75,13.25,,,Sesamoid
KEV,07/01/2004,,RLP,1958A,91,J-8,,,,14,2.5,14,2.75,,,,15.25,15.5,,,7.5,8,,,Wood
KEV,07/01/2004,,RLP,1958A,91,J-8,,,,14,,14,1,,,,4,5,,,15,16,,,Smilodon terminal phalanx
KEV,07/01/2004,,RLP,1958A,91,J-8,Px,Dt,PT,14,,,.25,14,.5,,,.75,4,,15,14,15.25,,Smilodon metapodial
KEV,07/01/2004,"C. dirus",,,,,,,,,,,,,,,,,,,,,,,
KEV,07/01/2004,,RLP,1958A,91,J-8,,,,14,1,14,1.5,,,,10.5,12.5,,,14.5,16,,,Crappy Bone frag
KEV,07/01/2004,,RLP,1958A,91,J-8,,,,14,1,14,2,,,C to R,13,13.75,,,16,16.5,,,C. dirus tooth
KEV,07/01/2004,"Tara Thara is here @ 12:30pm.  She’s with me & Denise in J-8.",,,,,,,,,,,,,,,,,,,,,,,
KEV,07/01/2004,,RLP,1958A,91,J-8,,,,14,1.5,14,2,,,,6.25,7.25,,,29.75,30.25,,,Bone frag cobble
KEV,07/01/2004,,RLP,1958A,91,J-8,,,,14,1.5,,,,,,6.25,6.5,,,30,30.5,,,Bone frag
KEV,07/01/2004,,RLP,1958A,91,J-8,,,,14,2.5,14,2.75,,,,4.25,4.5,,,28.75,29.25,,,Bone fragment
KEV,07/01/2004,,RLP,1958A,91,J-8,,,,14,2.5,14,2.75,,,,3.5,3.75,,,27,27.75,,,Bone fragment
KEV,07/01/2004,,RLP,1958A,91,J-8,,,,14,.75,14,1.5,,,,6,6.5,,,27.5,28.25,,,Bone frag
KEV,07/01/2004,,RLP,1958A,91,J-8,,,,14,1.25,14,1.75,,,,,8.5,,,26.75,28.25,,,Cobble
KEV,07/01/2004,,RLP,1958A,91,J-8,,,,14,2,14,3.5,,,,12,12.5,,,26,26.75,,,Aves? Bone frag
KEV,07/01/2004,,RLP,1958A,91,J-8,,,,14,,14,6,,,,6,12,,,18,24,,,dermal ossicles
KEV,07/01/2004,,RLP,1958A,91,J-8,,,,14,,14,6,,,,12,18,,,18,24,,,dermal ossicles
KEV,07/01/2004,,RLP,1958A,91,J-8,,,,14,1.75,14,2,,,,12,12.5,,,21.75,22.25,,,Bone fragment
KEV,07/01/2004,,RLP,1958A,91,J-8,,,,14,3,14,3.25,,,,9.5,10.25,,,9.5,10,,,Wood
KEV,07/01/2004,,RLP,1958C,91,J-8,,,,14,2,14,2.25,,,,10,10.75,,,11,12,,,Wood
KEV,07/01/2004,,RLP,1958C,91,J-8,,,,14,1.75,14,2,,,,10,11,,,11,11.5,,,Wood
KEV,07/01/2004,,RLP,1958C,91,J-8,,,,13,2,14,2.25,,,,11,11.75,,,10,10.25,,,Wood
KEV,07/01/2004,,RLP,1958A,91,J-8,,,,14,2.75,14,3.5,,,C to R,11,12.25,,,7,8,,,Smilodon? tooth
KEV,07/01/2004,,RLP,1958A,91,J-8,,,,14,1.5,14,1.75,,,,14.5,16,,,9,11,,,Wood
KEV,07/01/2004,,RLP,1958A,91,J-8,,,,14,1,14,2.25,,,,14.25,15.25,,,8,9.75,,,Bone frag
KEV,07/01/2004,,RLP,1958A,91,J-8,,,,14,2.5,14,2.75,,,,15,16,,,6.5,7,,,Wood
KEV,07/01/2004,,RLP,1958A,91,J-8,,,,14,1,14,1.5,,,,11,12,,,14,14.75,,,Bone frag
KEV,07/01/2004,,RLP,1958A,91,J-8,,,,14,3,14,3.5,,,,1.5,2.5,,,3,3.5,,,Wood
KEV,07/01/2004,,RLP,1958A,91,J-8,,,,14,3,,,,,,1,2,,,2,2.25,,,Bone fragment
KEV,07/01/2004,,RLP,1958A,91,J-8,,,,14,2.25,14,2.5,,,,1.5,2,,,4,4.5,,,Bone frag
KEV,07/01/2004,,RLP,1958A,91,J-8,Px,MSP,AS,14,,,.5,14,2.5,,15,,13.5,,7,8,7.75,,pretty little radius
KEV,07/01/2004,"MSP = medial styloid process",,,,,,,,,,,,,,,,,,,,,,,
KEV,07/01/2004,"AS = articular surface",,,,,,,,,,,,,,,,,,,,,,,
KEV,07/01/2004,,RLP,1958A,91,J-8,Px,Dt,Tub,13,,,.25,13,11,,,.5,14,,,.5,8.75,,C. dirus rib
KEV,07/01/2004,,RLP,1958A,91,J-8,,,,14,2,14,3.25,,,,12.5,15.5,,,9.5,11.5,,,Ident bone frag
KEV,07/01/2004,,RLP,1958A,91,J-8,,,,14,2.5,14,3.75,,,,14.5,15.5,,,7.5,9,,,Ident bone frag (Aves?)
KEV,07/01/2004,,RLP,1858A,91,J-8,,,,13,8,13,10.75,,,,2.5,3.75,,,21,23.5,,,Surface Mass O’Crap
KEV,07/01/2004,"435 visitors through viewing station.",,,,,,,,,,,,,,,,,,,,,,,
SVG,07/02/2004,,,,,,,,,,,,,,,,,,,,,,,,
SVG,07/02/2004,,RLP,2038A,91,H-8,,,,14,6,15,,,,,30,36,,,0,6,,,dermal ossicles
SVG,07/02/2004,,RLP,2038A,91,H-8,,,,14,10,14,10.25,,,,27.5,27.75,,,8.5,9.25,,,Bone Frag.
SVG,07/02/2004,,RLP,2038A,91,H-8,,,,14,10.25,,,,,,33.5,33.75,,,5.75,6.25,,,Bone Frag.
SVG,07/02/2004,"turtle shell?",,,,,,,,,,,,,,,,,,,,,,,
SVG,07/02/2004,,RLP,2038A,91,H-8,,,,14,7.5,,,,,,33.25,,,,7.5,,,,
SVG,07/02/2004,,RLP,2038A,91,H-8,,,,14,10.5,14,11.5,,,,16.5,17.75,,,12,13.75,,,Cobble
SVG,07/02/2004,,RLP,2038A,91,H-8,,,,14,10.5,14,11.75,,,,17,,,,14.5,15.75,,,Cobble
SVG,07/02/2004,,RLP,2038A,91,H-8,,,,14,10.25,14,11.5,,,,16,17.5,,,15.5,17,,,Cobble
SVG,07/02/2004,,RLP,2038A,91,H-8,,,,14,7.5,14,10.25,,,,31.5,33,,,7.5,8.5,,,Cobble
SVG,07/02/2004,,RLP,2038A,91,H-8,,,,14,7.25,,,,,,31.75,32.5,,,12.25,14.25,,,Bone Frag.
SVG,07/02/2004,,RLP,2038A,91,H-8,,,,14,6.75,14,7,,,,32.75,33.25,,,8,9,,,Bone Frag.
SVG,07/02/2004,,RLP,2038A,91,H-8,,,,14,7,,,,,,31,31.25,,,11.75,12,,,Bone Frag.
SVG,07/02/2004,,RLP,2038A,91,H-8,,,,14,6,15,,,,,12,18,,,30,36,,,dermal ossicles
SVG,07/02/2004,,RLP,2038A,91,H-8,,,,14,10,14,11,,,M to L,18,19.75,,,32.5,36,,,C. latrans? scapula V to D
SVG,07/02/2004,"this scapula was severly beaten.  it sat under the cement filling for the core sample.",,,,,,,,,,,,,,,,,,,,,,,
SVG,07/02/2004,,RLP,2038A,91,H-8,,,,14,10,14,10.25,,,,30,30.5,,,13,13.5,,,Bone Fragment
SVG,07/02/2004,,RLP,2038A,91,H-8,,,,14,9.75,,,,,,10,11.5,,,28,29,,,Bone Frags
SVG,07/02/2004,,RLP,2038A,91,H-8,,,,14,9,14,9.25,,,,31.25,32.25,,,,10.5,,,Smilo terminal phalanx
SVG,07/02/2004,,RLP,2038A,91,H-8,,,,14,10,,,,,,33.25,33.5,,,5.75,6.5,,,Bone Frag
SVG,07/02/2004,,RLP,2038A,91,H-8,,,,14,7.5,14,9,,,,33,34,,,5,6,,,Cobble
SVG,07/02/2004,,RLP,2038A,91,H-8,NS,RtTP,LtTP,15,,14,,14,8.5,,,.25,34.5,,,,1,,Smilo? thoracic vert
SVG,07/02/2004,,RLP,2038A,91,H-8,,,,14,10.5,14,11.25,,,,18,18.25,,,27,27.75,,,Ident bone Frag.
KEV,07/02/2004,"Nancy, Sam & I here @ 8pm oops, am!",,,,,,,,,,,,,,,,,,,,,,,
KEV,07/02/2004,"Came down to the pit around 8:30am & glopped.",,,,,,,,,,,,,,,,,,,,,,,
KEV,07/02/2004,"Nora here @ 9am.  She’s w/me in J-8 and Nancy in H-8 w/Sam.",,,,,,,,,,,,,,,,,,,,,,,
KEV,07/02/2004,,RLP,1958A,91,J-8,,,,14,2,14,2.5,,,,10.25,12.25,,,5.5,6,,,Wood
KEV,07/02/2004,,RLP,1958A,91,J-8,,,,14,2.5,,,,,,10,10.75,,,9.5,,,,Wood
KEV,07/02/2004,,RLP,1958A,91,J-8,,,,14,1,14,1.5,,,,12.5,13.25,,,13.75,14.25,,,Bone fragment
KEV,07/02/2004,,RLP,1958A,91,J-8,,,,14,1,14,2,,,,14,15,,,15,16,,,Bone fragment
KEV,07/02/2004,,RLP,1958A,91,J-8,,,,14,2,14,2.5,,,,12.5,14.25,,,8.5,9.25,,,Bone fragment
KEV,07/02/2004,,RLP,1958A,91,J-8,,,,14,2.75,14,4,,,,12.5,13.75,,,7.75,8.25,,,Bone fragment (ident)
KEV,07/02/2004,,RLP,1958A,91,J-8,,,,14,1.75,14,2.25,,,,20.75,21.75,,,12,13,,,Bone fragment
KEV,07/02/2004,,RLP,1958C,91,J-8,,,,14,2.5,14,3,,,,14,14.75,,,11,11.25,,,Wood
KEV,07/02/2004,"Nancy to the viewing station & Tracy here @ 10:30.",,,,,,,,,,,,,,,,,,,,,,,
KEV,07/02/2004,"She’s w/Sam in H-8",,,,,,,,,,,,,,,,,,,,,,,
KEV,07/02/2004,,RLP,1958A,91,J-8,,,,14,3.5,14,3.75,,,,20,22,,,15,16,,,Wood
KEV,07/02/2004,,RLP,1958A,91,J-8,,,,14,2,14,3,,,,14,15,,,16,16.75,,,Bone frags
KEV,07/02/2004,,RLP,1958A,91,J-8,,,,14,3,14,3.5,,,,16,16.25,,,18.25,19.25,,,Bone frag
KEV,07/02/2004,,RLP,1858A,91,J-8,,,,13,6,14,8.25,,,,1.5,2.75,,,17.5,19.75,,,Bone frag
KEV,07/02/2004,,RLP,1858A,91,J-8,,,,13,9,13,11,,,,0,2,,,16.5,17.25,,,Ident bone frag
KEV,07/02/2004,,RLP,1858A,91,J-8,,,,13,5,13,8,,,,.5,4,,,20,23,,,Surface Bone Mass
KEV,07/02/2004,,RLP,1858A,91,J-8,,,,13,7,13,8,,,,.5,1,,,17,18,,,caudal vert
KEV,07/02/2004,,RLP,1958A,91,J-8,,,,13,11,13,11.5,,,,2.25,2.75,,,16,16.5,,,Bone frag
KEV,07/02/2004,,RLP,1958C,91,J-8,,,,14,3,14,3.25,,,,4.75,5.5,,,13,13.5,,,Bone fragment
KEV,07/02/2004,,RLP,1958C,91,J-8,Px,Dt,PT,14,,,.25,14,1,,,.75,82.5,,11.5,12,11.5,,C. dirus metapodial
KEV,07/02/2004,,RLP,1958A,91,J-8,,,,14,,14,1.5,,,,4.75,6.75,,,22,23,,,Bone frag
KEV,07/02/2004,,RLP,1958A,91,J-8,,,,14,.75,14,1,,,,3.75,4.25,,,21,23,,,Rib frag
KEV,07/02/2004,,RLP,1858A,91,J-8,,,,13,9,13,9.5,,,,3,3.75,,,20,21,,,Bone frag
KEV,07/02/2004,,RLP,1958A,91,J-8,,,,13,11,14,2,,,,5,6.75,,,21,22,,,Bone frag
KEV,07/02/2004,,RLP,1858A,91,J-8,,,,13,11,14,,,,,7.75,8.75,,,21,23,,,Bone frag
KEV,07/02/2004,,RLP,1858A,91,J-8,,,,13,9.5,13,10.5,,,,10.5,11.5,,,19.5,20.5,,,Bone frag (Skull frag?)
KEV,07/02/2004,,RLP,1858A,91,J-8,,,,13,11,13,11.5,,,,3,3.25,,,16,16.5,,,Sesamoid
KEV,07/02/2004,,RLP,1958A,91,J-8,,,,14,.5,14,2.5,,,,11.5,12.5,,,17.5,19,,,Bone frag
KEV,07/02/2004,,RLP,1958A,91,J-8,Px,Dt,LEP,13,10,14,,14,4,,,.5,5.5,,13,14,14.5,,C. dirus humerus
KEV,07/02/2004,,RLP,1958A,91,J-8,,,,14,2,14,2.75,,,,8.75,11,,,13,14.75,,,Bone frag
KEV,07/02/2004,,RLP,1958A,91,J-8,,,,13,10,13,11,,,,2,4,,,16,17,,,Bone frag
KEV,07/02/2004,,RLP,1858A,91,J-8,RtPOP,AI,PGP,13,,,.75,13,9,,9,,10.75,,,.25,21.5,,C. dirus skull
KEV,07/02/2004,"AI=Post angle of Interparietal",,,,,,,,,,,,,,,,,,,,,,,
KEV,07/02/2004,"PGP = postglenoid process",,,,,,,,,,,,,,,,,,,,,,,
SVG,07/03/2004,"Henry wins for volunteer of the week, he brought coffee.  As usually we are glopping.  The dam Karine made last year to keep the water out of H-8 has previously been removed each evening and replaced each morning, but because of the current heat we are leaving it in continually and the grids are still safe from any flooding.",,,,,,,,,,,,,,,,,,,,,,,
SVG,07/03/2004,,RLP,2038A,91,H-8,,,,14,8.25,14,9.25,,,,16.5,17.25,,,35,35.75,,,Terminal Phalanx (C. dirus?)
SVG,07/03/2004,,RLP,2038A,91,H-8,,,,14,8.5,,,,,,20.75,21,,,32,,,,Avis Aves frag
SVG,07/03/2004,,RLP,2038A,91,H-8,,,,14,7.75,14,8.25,,,,33.75,34,,,8,8.5,,,Aves Avis cuneiform?
SVG,07/03/2004,"[see diagram SVG pg 28]",,,,,,,,,,,,,,,,,,,,,,,
SVG,07/03/2004,,RLP,2038A,91,H-8,,,,14,6,15,,,,,12,18,,,24,30,,,dermal ossicles
SVG,07/03/2004,,RLP,2038A,91,H-8,Prox,Dist,Tub,,21,,,,21.25,,20,,21.25,,,.75,34.5,,C. dirus rib
SVG,07/03/2004,,RLP,2038A,91,H-8,,,,14,6,15,,,,,30,36,,,6,12,,,dermal ossicles
SVG,07/03/2004,,RLP,2038A,91,H-8,,,,14,10,,,,,,23.5,,,,31.25,,,,Nothrotherium shastense? rib
SVG,07/03/2004,"Smilo rib",,,,,,,,,,,,,,,,,,,,,,,
SVG,07/03/2004,,RLP,2038A,91,H-8,RtTP,LtTP,NS,14,,,.75,14,6.5,,,.75,32.25,,10,,11.5,,C. dirus thoracic vert
SVG,07/03/2004,,RLP,2038A,91,H-8,,,,14,7.25,14,8,,,,33,33.75,,,8,8.5,,,Bone Frag.
SVG,07/03/2004,,RLP,2038A,91,H-8,,,,14,10.5,14,10.75,,,,34,34.5,,,4.5,5,,,Bone Frag
SVG,07/03/2004,,RLP,2038A,91,H-8,,,,14,8,,,,,,18,18.5,,,31,31.75,,,Bone Frag.
SVG,07/03/2004,,RLP,2038A,91,H-8,,,,14,8,14,8.25,,,,18,18.75,,,35,35.75,,,Smilo Capit Epiph. rib.
SVG,07/03/2004,,RLP,2038A,91,H-8,,,,14,6,15,0,,,,18,24,,,30,36,,,dermal ossicles
SVG,07/03/2004,,RLP,2038A,91,H-8,AC,PC,NS,14,10,14,11,14,10.5,,19,19,19,,,.5,30.25,,Sylvagatus Vert
SVG,07/03/2004,,RLP,2038A,91,H-8,Px,Dist,Tub,14,,,.75,14,8.75,,,.25,24.25,,34,29,33.75,,Smilo rib frags
SVG,07/03/2004,"in association w/smilo rib from earlier today.",,,,,,,,,,,,,,,,,,,,,,,
SVG,07/03/2004,,RLP,2038A,91,H-8,Px,dist,Tub,14,,,.5,14,9.25,,,.25,22,,,.25,31.75,,Smilo 1st rib
SVG,07/03/2004,,RLP,2038A,91,H-8,Px,Dt,Tub,14,,,.75,14,8.75,,,.75,19.5,,,.75,28,,Smilo rib
KEV,07/03/2004,"Nancy, Sam & I here 8am.",,,,,,,,,,,,,,,,,,,,,,,
KEV,07/03/2004,"We all glopped.",,,,,,,,,,,,,,,,,,,,,,,
KEV,07/03/2004,"Karen Burns here @ 9:10am.",,,,,,,,,,,,,,,,,,,,,,,
KEV,07/03/2004,"She missed the glopping!",,,,,,,,,,,,,,,,,,,,,,,
KEV,07/03/2004,"She’s w/me in J-8.",,,,,,,,,,,,,,,,,,,,,,,
KEV,07/03/2004,"Nancy in H-8 w/Sam.",,,,,,,,,,,,,,,,,,,,,,,
KEV,07/03/2004,"Tom Thompson here @ 9:30.",,,,,,,,,,,,,,,,,,,,,,,
KEV,07/03/2004,"He’s cleaning rulers w/Karen.",,,,,,,,,,,,,,,,,,,,,,,
KEV,07/03/2004,,RLP,1858A,91,J-8,Px,Dt,Tub,14,,,.5,14,1.5,,,.5,10.75,,19,20,18,,Smilodon rib
KEV,07/03/2004,,RLP,1958A,91,J-8,,,,14,4,14,4.25,,,,16.25,17.25,,,10,10.5,,,Wood
KEV,07/03/2004,,RLP,1958A,91,J-8,,,,14,4,14,4.25,,,,16.25,17,,,8.25,9,,,Small radius
KEV,07/03/2004,,RLP,1958A,91,J-8,,,,14,4,14,4.25,,,,13.5,14.5,,,9,9.75,,,Wood
KEV,07/03/2004,,RLP,1958A,91,J-8,,,,14,3.5,14,4,,,,10.75,11.25,,,12,12.5,,,Bone fragment
KEV,07/03/2004,,RLP,1958A,91,J-8,,,,14,3,14,3.5,,,,23.75,24.5,,,15.5,16,,,Bone fragment
